indice_tiempo,nivel_general,alimentos_bebidas,cereales_derivados,pan_fresco,pan_envasado,facturas,galletitas_dulces,galletitas_saladas,productos_pasteleria,arroz,harinas_trigo,otras_harinas,fideos_secos,pastas_frescas,masas_precocidas_tapas,carnes,achuras_menudencias_frescas,carne_vacuna_fresca_cortes_delanteros,carne_vacuna_fresca_cortes_traseros,carne_ave_fresca,pescados_mariscos_frescos,carne_porcina_ovina_fresca,fiambres,embutidos_conservas_preparados_carne,conservas_preparados_pescado,aceites_grasas,aceite_mezcla,aceite_puro,margarina_otras_grasas,lecheproductos_lacteos_huevos,leche_fresca,leche_en_polvo,quesos_blandos_untables,quesos_semiduros,quesos_duros,manteca_crema,yoghurt_postres_lacteos,huevos,frutas,frutas_frescas,frutas_secas_en_conserva,verdurastuberculos_legumbres,verduras_tuberculos_legumbres_frescas,verduras_legumbres_secas_en_conserva,azucar_dulces_cacao,azucar,dulces,golosinas,cacao_sus_derivados,infusiones,cafe,te,yerba_mate,condimentos,sal_especias,aderezos,alimentos_semipreparados,caldos_sopas_concentrados,polvos_para_postres,alimentos_preparados_listos_para_consumir,comidas_preparadas,empanadas_pizzas,helados,bebidas_no_alcoholicas,gaseosas,jugos_refrescos,soda_agua_mineral,bebidas_alcoholicas,vino,cerveza,otras_bebidas_alcoholicas,alimentos_consumidos_fuera_del_hogar,refrigerio,almuerzo,indumentaria,ropa_interior,ropa_interior_para_hombre,ropa_interior_para_mujer,ropa_interior_para_ninio,ropa_exterior,ropa_exterior_para_hombre,ropa_exterior_para_mujer,ropa_exterior_para_ninio,calzado,calzado_para_hombre,calzado_para_mujer,calzado_para_ninio,calzado_deportivo_para_hombre_mujer,calzado_deportivo_para_ninio,telas_hilados_articulos_de_merceria,telas,hilados_para_tejer,articulos_merceria,accesorios_para_vestir,articulos_marroquineria,articulos_joyeria_relojeria,servicios_para_la_indumentaria,confeccion_reparacion,vivienda,alquiler,alquiler_la_vivienda,reparacion_mantenimiento_de_la_vivienda,materiales_mano_obra,electricidad_serv_sanitarios_gas_otros,electricidad,servicios_sanitarios_gas_otros_combustibles,equipamiento_funcionamiento_del_hogar,muebles_accesorios_401,muebles_accesorios_40101,artefactos_domesticos,electrodomesticos,artefactos_a_gas,aparatos_radio_tv,textiles_accesorios_para_decoracion,blanco_manteleria,cortinas_alfombras_accesorios,menaje,bateria_cocina_cubiertos,cristaleria_loza,articulos_para_limpieza_mantenimiento,jabones_limpieza,detergentes_desinfectantes,articulos_para_mantenimiento,articulos_descartables,utensilios_limpieza,servicios_para_el_hogar,reparacion_aparatos_electricos,servicio_domestico_otros,limpieza_ropa,elementos_para_iluminacion_ferreteria,articulos_ferreteria,elementos_para_iluminacion,salud,productos_farmaceuticos_accesorios_terapeuticos,medicamentos,elementos_para_primeros_auxilios,accesorios_terapeuticos,servicios_para_la_salud,medicos_odontologos,servicios_prepagos_auxiliares,transporte_comunicaciones,transporte_publico_de_pasajeros,omnibus_corta_distancia,tren_corta_distancia,otros_medios_transporte,vehiculos_para_transporte_personal,automoviles,funcionamiento_mantenimiento_de_vehiculos,combustibles_lubricantes,cubiertas_repuestos_reparaciones,seguro_estacionamiento_otros_servicios,comunicaciones,correo,telefono,esparcimiento,entretenimientos,juegos_juguetes_rodados,plantas_animales_domesticos,articulos_deportivos,libros_diarios_revistas,diarios,revistas,libros_no_escolares,turismo,transporte,hotel_excursiones,equipos_elementos_serv_de_audio_video,equipos_audio_video_fotografia,elementos_para_audio_video_fotografia,servicios_para_audio_video_fotografia,servicios_de_esparcimiento,cines_teatros,club_espectaculos_deportivos,educacion,servicios_educativos,educacion_formal,otros_servicios_educativos,textos_utiles_escolares,utiles_escolares,libros_texto,bienes_servicios_varios,tabaco,cigarrillos_tabaco,articulos_para_la_higiene_el_cuidado_personal,articulos_tocador,articulos_tocador_descartables,articulos_belleza,servicios_para_el_cuidado_personal,servicios_peluqueria_para_el_cuidado,otros_servicios,servicios_varios
1994-12-01,317287.6571,275901.0247,251775.1625,233001.8482,242054.3543,311263.795,192613.4526,232072.4807,315510.9701,266301.0146,185118.1844,214215.0329,218480.2929,311158.5054,279508.6151,237118.514,211998.5906,231142.3179,236053.6159,218979.0732,263879.0368,272343.8105,277748.9196,252288.6265,181502.0721,185119.6544,194430.7756,145573.8828,188667.5928,219834.0222,214225.0634,198216.6686,224501.0667,263515.3349,267729.335,190970.5725,234096.641,188501.4161,306176.5608,309218.053,278193.1037,262219.6251,277504.9883,172888.1029,138401.8276,94868.8106,191718.4694,174753.3459,124308.6236,173108.0206,211727.329,193144.8196,106711.1077,212405.6933,230993.9568,199463.7748,171103.3324,193957.4289,141264.6599,338696.933,382875.7982,330718.0606,236828.974,281471.7774,279897.9043,223172.3761,327721.6494,363870.0402,403756.0142,233769.4929,190036.8699,500388.1027,504268.0036,499394.6392,191672.764,335144.2538,338351.6781,309306.1622,374502.0978,138258.3383,177622.7858,92076.0571,137921.4783,250494.2969,301709.0426,172003.4508,281464.4831,283989.2869,303607.1493,226563.7537,225108.36,231983.711,221620.6833,273189.8787,267828.6996,281747.5102,335641.506,335641.506,316935.5938,419584.3944,419584.3944,423054.7399,423054.7399,209672.3504,182539.391,232573.2838,370265.85,346444.4264,346444.4264,177570.1749,227317.7405,244615.6755,114900.4605,312177.9515,311078.7473,316669.546,382476.7289,392111.347,373569.0913,184784.2563,211750.8796,180738.4586,166451.4953,144384.7264,197943.4209,607663.3619,599746.0176,664012.932,390867.4471,239009.1454,496570.75,101315.4811,485117.7516,284915.9219,280329.8913,189843.7154,430080.1133,805100.3805,1135330.9808,539434.6808,234191.6842,280469.0853,279978.1414,164740.056,357242.2043,221717.5428,221717.5428,214287.6551,154833.4007,305145.1765,306122.1272,218759.3503,502504.5778,211542.2504,435597.1461,226201.7922,217447.0946,235748.8364,242767.263,285865.1196,281985.8057,249656.9711,349191.5976,669089.2517,165887.3339,1091686.9153,218440.5612,111609.6253,298983.0164,229271.1782,634568.6709,571332.1716,720113.6423,788822.0763,1065242.4553,1232682.1957,704867.901,264779.1202,197654.5285,408648.6632,337545.632,236280.0973,236280.0973,229789.7848,254183.166,144421.0572,283178.0838,556475.2834,556475.2834,638810.0307,638810.0307
1995-01-01,321241.0,281325.7,252258.1,233475.9,242486.5,310545.9,193448.8,232803.6,316452.6,266648.7,184884.3,215220.2,219861.1,311591.6,279430.1,241550.6,212898.0,234512.9,239574.4,229370.5,271575.2,273942.2,283035.3,252677.7,178973.7,187419.0,197488.5,146321.5,188686.0,220122.3,215313.9,197466.4,224901.7,263497.9,265733.6,190717.9,234635.9,188611.1,321822.7,326629.2,277600.2,300775.4,322638.2,173003.8,139056.9,96448.8,192328.5,175280.8,123481.0,172151.9,210059.5,192178.1,106875.2,212865.9,231044.6,200209.2,171320.2,194659.8,140847.6,337734.6,382691.1,328858.6,236061.2,280853.3,279546.0,222677.5,326515.3,362612.6,401817.5,235610.6,191172.5,500368.0,504948.4,499195.1,189713.9,335244.3,339116.4,308465.8,375332.0,136044.4,174730.3,90449.9,136300.6,247662.3,301408.2,163575.5,280309.5,284113.4,304536.8,226741.2,224847.9,232906.5,222574.1,272844.5,267431.6,281484.7,335764.4,335764.4,319176.1,421464.3,421464.3,427004.8,427004.8,211299.2,182539.4,235573.2,370630.8,346650.4,346650.4,177253.0,227531.7,244693.1,114003.5,313299.2,312567.1,316290.5,383357.6,394525.9,373032.1,185221.3,211568.9,180572.6,166746.4,147110.7,199243.3,607940.8,601742.6,664008.9,391615.9,240072.0,498926.9,101687.0,486210.9,285507.9,280997.9,190093.1,429668.3,806994.5,1138711.7,540132.8,234996.9,280722.9,279978.1,167962.2,357242.2,222139.9,222139.9,215591.5,156065.8,307273.1,306660.0,218759.4,502504.6,211542.3,460000.1,225280.8,216510.4,235177.3,241229.2,286481.4,281985.8,250816.7,351151.9,753674.8,164937.4,1248106.6,219363.5,110805.0,299845.0,232628.8,636093.5,571332.2,723701.1,789384.7,1065242.5,1232682.2,704867.9,266408.2,199246.5,410357.5,338069.9,236280.1,236280.1,230653.4,254761.0,145733.8,284502.7,557827.4,557827.4,638810.0,638810.0
1995-02-01,321232.2,280375.8,253121.2,233821.5,244479.9,310720.0,194169.5,234104.5,319294.5,269791.8,184674.8,217708.9,220263.8,311239.0,279809.1,238568.7,212890.1,234997.7,240924.9,206019.2,269956.3,270380.5,283176.5,252388.4,179471.2,189235.4,199627.0,146794.5,190587.0,224129.2,224508.1,198488.3,226752.1,262867.2,266726.0,192529.4,238088.1,191582.4,295727.5,297235.3,281855.4,310188.2,333453.2,174221.4,139891.1,97654.5,193085.9,175769.8,124049.9,172599.1,210116.0,193027.1,107820.0,214462.3,232043.0,202221.9,171860.3,195310.7,141243.1,337762.4,381250.4,329351.4,238950.1,281368.1,279617.9,223544.1,327592.9,362457.3,401262.5,237119.3,192522.4,500503.8,505615.1,499195.1,188245.5,335329.5,340173.7,308317.2,374563.7,134713.7,173837.1,88559.5,135096.8,244668.0,299632.4,156058.5,277628.3,284049.2,304632.9,228177.6,225430.0,236606.4,223455.1,271248.1,264964.3,281278.3,336014.0,336014.0,320063.0,422384.6,422384.6,428998.9,428998.9,211641.1,183830.3,235114.1,371728.3,347162.5,347162.5,176613.9,227519.1,243541.5,112952.7,312970.9,312114.5,316470.2,384684.9,396464.4,373794.2,185996.3,212528.0,181098.9,166602.2,149958.9,199289.9,610641.7,601811.7,667414.5,392528.4,240751.8,500338.4,101975.6,486912.9,284878.9,280199.5,190331.8,431199.9,809823.8,1139946.2,544245.2,235311.9,280722.9,279978.1,167962.2,357242.2,222538.9,222538.9,216096.8,156484.4,308359.4,306749.9,218759.4,502504.6,211542.3,462707.0,225632.8,216369.2,236408.3,241849.8,287688.0,281985.8,251962.5,356547.3,756466.8,165051.0,1253147.9,219891.0,110277.2,300460.1,234436.6,644572.5,573340.3,740933.8,790837.7,1065242.5,1232682.2,704867.9,270616.0,202673.9,416237.7,338851.4,236280.1,236280.1,230929.0,255048.0,145893.3,284953.1,559749.6,559749.6,641545.6,641545.6
1995-03-01,319789.0,275477.2,253851.3,236011.7,245269.5,311305.8,194675.2,232914.1,317946.5,271816.0,184782.7,213873.1,221250.7,311454.6,280214.8,235135.0,212357.0,233669.6,239575.2,186150.1,271684.8,272329.4,284837.6,253879.2,177402.2,190070.7,200008.0,147899.8,193803.8,226914.2,228109.9,200134.0,229306.6,264589.4,270590.0,194103.5,239738.0,194823.2,259215.7,256521.1,284007.2,285948.3,304996.3,174627.2,139944.2,97364.5,193263.9,175878.7,124526.3,172606.2,209486.1,194703.6,108345.9,215539.4,232304.6,203866.8,172692.4,196550.2,141543.2,338083.7,382136.6,329350.3,238547.8,281387.8,279374.5,223540.5,328119.4,360000.5,398148.2,235423.9,193838.9,500974.1,504903.5,499968.0,190360.8,337085.4,341024.9,309012.2,379264.6,136682.7,175805.7,90186.4,138031.7,247653.2,300954.5,159277.4,278155.5,288260.0,307092.6,230666.7,227302.4,240971.9,224923.6,271845.7,266094.0,281026.6,336304.9,336304.9,320780.2,422591.5,422591.5,431179.0,431179.0,211944.9,183830.3,235674.3,372838.6,347154.6,347154.6,175562.2,226798.0,243700.2,111271.8,315322.0,314761.8,317611.3,384997.6,397107.4,373801.6,186261.0,212136.4,181388.1,166006.0,151685.5,200286.9,613387.9,609066.8,670362.9,392843.4,241427.8,502148.6,102045.3,489867.1,285069.8,280415.8,190389.9,431069.2,817194.6,1145419.2,553142.7,235998.9,280722.9,279978.1,167962.2,357242.2,222538.9,222538.9,217416.1,156988.8,312851.6,306965.9,218759.4,502504.6,211542.3,450940.2,227251.0,216481.8,240953.9,243813.3,302966.9,303722.2,258312.4,362220.5,701999.8,165164.9,1152843.0,220102.5,109203.0,300245.4,237091.7,647889.1,575710.1,745531.3,811340.7,1092049.5,1271883.1,704999.9,279167.8,206692.8,434505.2,339806.6,236280.1,236280.1,231083.3,255411.8,145657.9,284889.3,561837.1,561837.1,645599.0,645599.0
1995-04-01,321251.5,276804.6,255638.6,236959.3,248813.4,312723.8,197040.5,234488.8,320695.9,275005.9,185878.0,213671.7,223158.0,312857.1,283559.1,233005.9,213441.0,231574.1,238376.6,176417.3,268677.1,273943.0,288535.9,255536.5,177172.7,191122.7,200702.0,149767.8,195804.2,231242.2,231624.5,201074.6,237569.8,268975.3,274316.0,199543.9,245465.9,195134.9,253032.1,249531.6,285238.5,304699.0,326448.0,177592.2,140662.0,96909.8,194994.3,177155.8,125710.3,173278.5,209674.0,196553.6,109439.0,219028.6,234078.2,208550.4,173830.1,198078.6,142170.8,337976.0,382150.5,328806.1,239248.2,281120.3,278262.5,223950.0,328920.2,360532.2,398643.6,235082.1,195179.3,499313.2,503626.0,498208.9,191594.8,338150.2,342042.8,309260.4,381763.5,137163.4,176172.6,90867.7,138324.2,250649.5,300472.2,162395.2,278959.5,293218.4,309601.2,233678.1,228879.3,247782.9,227004.5,273416.0,267856.4,282290.5,335323.0,335323.0,322673.0,422904.8,422904.8,435130.6,435130.6,213732.4,188025.9,235429.3,375108.1,351641.7,351641.7,177032.7,229716.0,247675.6,110764.6,317402.0,316742.8,320095.8,387535.0,400133.3,375887.3,187546.5,212981.2,182376.6,167589.7,153411.9,202548.1,615618.7,611181.7,672896.5,393935.9,245092.6,509900.0,103525.3,494814.6,292263.2,287791.5,194955.2,437177.3,818552.6,1145419.2,555593.2,238863.1,280722.9,279978.1,167962.2,357242.2,227774.8,227774.8,221278.1,158323.2,322252.2,312678.3,221315.6,502504.6,214163.5,446272.3,229087.9,217265.7,243510.6,248477.3,312860.7,316347.7,267662.2,363574.8,677304.1,163098.8,1109142.6,221166.3,109424.2,301364.0,239202.8,648091.0,575710.1,746006.3,812382.0,1092147.8,1272027.2,704999.9,281996.6,210675.1,434861.6,340515.2,236280.1,236280.1,232195.8,257339.2,144330.4,286973.2,562373.5,562373.5,646879.4,646879.4
1995-05-01,321319.0,276483.3,256864.1,238780.5,249929.2,313849.7,198233.3,235618.5,320825.0,275667.8,188734.4,212672.1,224717.7,313583.7,284025.4,231360.7,213375.4,230173.8,236817.6,170806.9,262715.4,274041.2,291751.2,255870.7,181767.4,193060.5,203133.9,149939.1,197419.4,233079.0,232553.9,202100.0,242264.7,270713.5,278446.9,201196.3,247203.3,194574.6,241117.7,235953.2,288634.3,308249.0,330216.8,179863.2,140734.8,95887.9,196162.7,177689.7,126108.4,174332.5,210888.2,198246.1,110057.6,221614.9,236666.9,211135.1,173925.4,198103.1,142358.6,338344.6,382038.5,329380.7,240412.3,275341.7,266621.4,223704.6,329939.3,361266.7,399527.6,234138.6,196043.5,502450.0,503862.8,502088.2,191848.9,339095.1,343349.6,309421.3,383563.4,136958.1,175816.2,90804.3,138219.4,251491.2,301066.1,163023.2,279310.6,294400.1,310662.1,234857.0,229676.3,248818.3,230888.0,273982.2,268738.7,282352.0,336890.9,336890.9,324935.0,424901.2,424901.2,436711.0,436711.0,216465.4,191760.1,237317.3,376003.9,351498.4,351498.4,177351.9,230195.1,250794.7,110163.4,320035.5,319971.9,320295.6,389361.6,401413.8,378218.9,188884.3,214295.6,184332.9,167343.1,154082.7,204464.0,616083.6,615789.7,672889.7,394730.2,247059.1,513986.4,104358.5,495198.3,292654.0,288142.9,199436.8,435225.8,818924.9,1147253.9,554789.1,239344.9,280737.1,279978.1,168141.7,357242.2,228252.6,228252.6,222076.5,158943.2,324194.8,312683.8,221315.6,502504.6,214163.5,441848.4,231527.0,219583.4,247445.7,248491.2,314409.9,316347.7,272763.2,365476.6,659504.5,161450.2,1077779.0,220680.6,108790.8,300093.0,240218.3,648091.0,575710.1,746006.3,814209.3,1094036.3,1274793.0,704999.9,283708.2,212172.8,437031.3,341312.7,236280.1,236280.1,233093.5,258967.3,143246.8,288336.3,564005.8,564005.8,648344.3,648344.3
1995-06-01,320657.3,274641.0,262185.3,249744.5,251638.8,322560.1,198344.0,237896.2,324962.4,274828.2,204560.3,212476.2,226841.0,314453.0,284835.5,230754.5,214242.0,229958.1,236659.6,168206.4,258818.6,275355.9,291140.3,256646.6,182331.6,192358.4,201962.5,150217.4,198098.2,233961.4,233717.8,202147.2,243014.6,270523.1,278642.9,204012.1,248724.5,194681.6,228481.2,221668.1,291165.2,288227.3,306445.9,181753.0,140971.6,94572.4,197631.8,178445.0,127283.0,174796.4,211269.4,198863.8,110606.8,223304.3,239368.9,212119.4,174864.5,199338.6,142910.8,338335.7,381245.3,329566.5,242072.4,274214.3,264529.7,222811.1,330432.5,361390.6,399651.8,233949.1,196371.0,502836.5,503664.3,502624.5,190893.0,339108.6,343539.6,308951.0,384164.4,135937.6,174904.7,89683.4,137121.0,250140.2,301182.0,161617.7,278378.4,292619.1,308963.1,235034.1,229472.9,248818.3,233847.0,273540.7,268322.1,281870.8,335639.9,335639.9,326294.3,425283.6,425283.6,436861.6,436861.6,218940.1,191760.1,241880.7,376401.3,352385.3,352385.3,177651.1,230625.6,252433.5,109973.7,319900.7,319792.4,320343.5,390189.3,403828.6,377579.1,189172.6,213507.0,184950.8,166866.0,155191.2,206009.3,616332.8,618606.4,672861.6,395124.9,248949.7,517020.6,105637.7,495253.9,292681.8,288084.5,202109.2,434742.1,819024.9,1149022.4,553546.8,239841.4,281114.5,279978.1,172933.2,357242.2,228222.6,228222.6,222833.3,159320.0,323998.1,315908.1,221315.6,502504.6,214163.5,440339.7,233367.3,219557.8,254123.2,248404.5,317185.2,318983.9,276549.1,367325.8,650439.5,160578.9,1061833.0,220964.4,108680.1,300271.5,241209.5,649108.0,575710.1,748399.0,815094.4,1094694.9,1275458.4,705644.2,285022.6,213943.0,437368.9,341764.5,236280.1,236280.1,234057.2,259955.1,144047.1,289508.1,563853.9,563853.9,648929.3,648929.3
1995-07-01,321958.2,275257.6,273369.3,275085.9,255057.4,335924.0,200035.2,241696.8,329043.4,272388.1,233344.4,211503.5,233476.6,316293.9,289793.4,228900.8,212782.4,227369.9,234902.7,165907.1,258950.7,274425.9,289699.1,256567.1,182534.7,192079.7,201628.4,149709.8,198513.0,233082.4,234379.2,201447.1,238523.9,268275.0,276577.7,205311.0,250515.9,193456.0,223286.3,216023.9,290104.3,291273.8,309949.8,182126.5,140728.9,92270.3,199909.0,179062.1,127153.2,174198.2,210299.5,199521.1,110230.4,224005.2,241300.2,211963.7,174074.2,197254.6,143809.6,337689.8,379961.1,329373.9,242010.4,273735.5,263822.0,221990.2,330633.5,359046.1,396747.7,232841.7,196851.0,502555.2,505585.9,501779.2,188825.5,338994.7,344130.0,308652.4,383458.0,133551.4,172056.5,87748.8,134993.7,247434.3,299037.4,155207.1,275432.4,292460.1,309071.7,234910.9,228994.1,248986.7,235155.1,272245.9,267197.4,280304.5,337063.2,337063.2,326725.3,425543.1,425543.1,435147.0,435147.0,220486.5,191760.1,244732.4,375968.1,351527.6,351527.6,177117.3,229448.3,253112.4,109671.8,320965.5,321249.1,319806.4,389017.6,402514.4,376539.3,189540.3,213357.1,185568.7,167521.9,155914.9,206114.9,615143.5,617915.3,671458.2,394588.4,249345.5,517282.7,106104.9,495393.6,292761.1,288037.9,203699.6,435793.2,819261.2,1149150.3,553870.2,240060.1,281114.5,279978.1,172933.2,357242.2,228964.8,228964.8,223068.3,159410.7,324814.0,315924.0,221315.6,502504.6,214163.5,459088.1,235374.4,221015.5,258504.2,247995.9,317328.2,318983.9,277034.9,367480.7,713327.9,161484.3,1176775.7,221196.2,108112.4,301055.5,241606.2,651687.3,575710.1,754467.7,815347.2,1094672.8,1275863.2,704703.2,285796.4,214601.1,438390.7,342378.8,236280.1,236280.1,236011.0,260522.8,150158.7,289795.0,562632.7,562632.7,648929.3,648929.3
1995-08-01,321178.0,276084.8,280970.7,288212.8,262748.2,341777.9,201046.8,244346.5,331448.9,271978.3,263611.8,211902.3,240241.6,320026.6,300051.1,228662.3,209776.2,224580.9,232763.5,175604.0,258768.6,274674.6,288780.0,256580.1,183762.5,194088.6,204134.1,150358.0,199557.8,232049.6,234677.8,201133.1,234153.2,264996.5,276282.1,205541.7,251091.5,192831.7,225809.4,218532.8,292758.0,291460.4,309616.9,185349.4,140009.1,89339.1,202090.6,178556.4,126979.4,174117.6,210017.9,200271.4,110225.8,224410.7,242266.6,211978.7,173250.5,195543.0,144145.2,337415.5,379723.2,328532.9,243123.8,273602.6,262637.0,222039.7,332322.9,355883.1,392810.4,231693.5,197397.9,502107.8,505084.2,501345.7,186410.3,338438.1,343488.8,308213.0,382812.6,130778.5,169251.3,85213.9,131656.3,244396.9,296324.7,149547.8,271628.3,291504.5,307804.9,234202.9,228112.1,248437.0,235108.2,272133.3,265925.2,282042.8,336937.5,336937.5,325288.8,425228.4,425228.4,434480.3,434480.3,218063.2,186465.7,244732.4,375938.1,352225.3,352225.3,177062.3,229929.9,253413.0,109043.2,320789.4,320808.1,320713.3,389016.6,400775.7,378144.7,189955.0,211772.5,186246.2,168292.1,157199.7,208651.6,614577.3,615069.6,671046.2,394251.6,249566.2,517258.1,106456.8,496121.9,293490.9,288684.8,205833.9,436861.7,819987.2,1150911.0,553763.8,240397.6,281114.5,279978.1,172933.2,357242.2,229740.1,229740.1,222874.5,159082.8,325054.0,315657.1,226293.6,502504.6,219268.1,445317.6,236668.0,222400.7,260909.4,246757.1,317574.5,318983.9,277513.1,368244.3,662432.6,161037.8,1083512.7,220465.1,107093.9,300124.4,241595.1,654624.0,580817.6,754467.7,815377.2,1094272.7,1275856.3,703456.7,286641.9,215383.3,439372.0,342535.5,236280.1,236280.1,236768.3,260991.9,151864.7,290039.0,561542.2,561542.2,648936.9,648936.9
1995-09-01,321706.1,278057.2,282523.6,290938.1,265884.6,340360.2,200941.5,246667.2,331115.0,270749.0,267940.5,212056.1,242782.8,321472.4,302557.0,231420.2,207309.8,225850.6,233682.9,191851.0,256617.9,273481.9,286958.6,256504.1,183353.3,195864.9,206313.7,151678.7,199551.4,231978.4,234819.3,199538.0,234619.1,262878.9,275500.5,205614.8,252046.0,192351.4,247427.4,242112.3,296329.0,290536.7,308437.9,185917.4,138677.8,86023.0,202390.6,178026.4,126660.8,173907.2,209877.6,200207.4,109863.3,224676.7,243067.3,211872.4,173308.6,195415.7,144445.2,337638.7,380203.9,328493.0,243322.1,274352.3,264463.6,221093.7,332328.7,348749.9,383810.8,230508.2,198491.0,502004.6,505010.3,501235.0,186510.7,337428.6,342229.6,307903.5,380945.9,130652.6,169513.3,84614.0,131580.8,245615.5,297101.8,149172.6,272581.1,295409.4,307616.3,233969.4,227797.3,248526.7,234546.2,271609.3,266013.2,280541.8,336466.4,336466.4,326779.1,425886.5,425886.5,435085.7,435085.7,220434.7,186465.7,249105.5,375548.6,351925.9,351925.9,176593.4,229749.9,253104.5,108274.1,319540.6,319554.3,319484.7,389242.2,401415.5,377987.5,189600.6,210952.9,185614.0,169587.3,156821.9,208359.5,614252.0,611633.9,670944.4,394188.6,249956.9,517587.2,106880.4,496277.6,293939.0,289041.5,207415.4,437990.8,819675.3,1149440.5,554384.1,239758.4,281114.5,279978.1,172933.2,357242.2,226663.7,226663.7,222414.0,158986.6,325464.0,312885.0,226293.6,502504.6,219268.1,440492.1,235356.3,222358.8,257372.8,244678.6,317389.0,318983.9,277513.1,367170.9,648163.5,160980.2,1057308.5,220423.6,106342.3,300800.7,241322.8,651873.1,574764.0,756184.5,814835.6,1093036.5,1276744.3,697648.8,287417.1,216628.7,439139.3,342725.0,236280.1,236280.1,237373.3,261028.3,153944.9,290413.9,560512.6,560512.6,649505.9,649505.9
1995-10-01,322799.8,280226.8,282196.7,290300.5,266630.0,337733.4,202360.3,245954.0,331066.5,270757.1,264308.0,212342.7,243523.0,322059.2,302854.1,233888.1,206836.2,229567.5,236850.6,194508.8,255615.2,274539.5,286255.6,256894.8,182383.2,195120.8,204949.3,151986.3,201008.0,231734.2,235398.0,196592.9,233862.3,261832.0,275315.9,205742.6,252565.7,191239.3,269132.8,266093.5,297095.6,295575.4,314200.9,186723.7,137548.3,83129.5,203108.4,178043.5,125600.4,173449.1,209227.6,199856.5,109675.3,223930.0,243074.4,210600.8,173155.7,195655.7,143779.2,337587.4,381883.6,327200.9,241717.2,277493.2,270288.3,221151.7,332766.6,345414.1,379445.3,230873.9,199417.8,500359.9,503735.9,499495.5,187032.9,337715.3,343791.1,306787.9,381956.8,130964.1,170369.3,84681.8,130773.9,247288.7,297974.8,151949.8,273621.6,297275.4,307353.3,233609.2,227367.3,247926.8,235225.5,271480.9,266111.7,280051.4,334661.6,334661.6,327260.7,425645.5,425645.5,434086.5,434086.5,222020.5,186465.7,252029.8,375235.2,351547.9,351547.9,176486.3,229933.5,252494.8,108049.6,319554.7,319506.1,319753.6,389418.2,401497.6,378250.3,189557.1,209846.2,184788.8,170317.6,159545.5,209190.3,613499.8,610509.0,670944.2,390640.9,249979.2,517765.4,106819.5,496175.3,293598.5,288599.1,208656.9,438173.4,819953.8,1147877.2,556144.2,239557.5,281114.5,279978.1,172933.2,357242.2,225438.7,225438.7,221893.4,159002.3,323973.0,311720.6,229671.9,502504.6,222732.4,443841.0,235882.3,222969.0,258655.7,243392.0,318142.7,318983.9,279475.8,368814.3,659174.5,160277.8,1078156.6,220467.7,105760.8,301071.0,241837.2,651788.2,574616.4,756184.5,814809.9,1093105.8,1276845.8,697648.8,287211.4,217042.1,437606.7,342419.7,236280.1,236280.1,237434.8,261152.7,153815.8,290555.2,560051.7,560051.7,647738.2,647738.2
1995-11-01,322062.5,278870.2,280251.3,286200.5,267001.9,331814.1,203840.6,245597.3,330924.4,270634.5,259580.9,212855.3,242417.9,321170.2,302152.9,234302.4,206441.9,232769.5,240896.8,185403.9,253810.6,268821.9,283573.9,255252.4,182575.3,193578.8,202460.0,153508.4,200582.1,231140.3,235487.2,195826.4,233900.2,262272.9,273533.9,205650.3,252505.5,188250.9,278102.1,275939.4,298000.6,278828.7,294464.3,187450.5,137011.3,81051.5,203945.2,178118.8,125740.2,173258.6,208952.8,199707.0,109605.2,223369.2,243923.9,209058.2,173635.8,196512.3,143767.8,337224.3,382225.7,326277.3,240865.8,278006.6,271281.1,220815.0,333019.6,342985.7,376554.6,229444.7,199338.2,498834.8,501725.2,498094.7,186699.2,337203.2,343886.5,305078.2,382680.4,130742.6,170176.3,84428.8,130546.9,246807.0,298068.2,152123.4,273581.6,295856.0,306645.0,233095.2,226840.1,246912.2,236072.2,271228.7,265286.1,280714.4,333711.7,333711.7,327471.0,425196.5,425196.5,432643.1,432643.1,223382.1,189306.6,252142.8,374767.3,351284.5,351284.5,176046.6,230183.1,251945.9,107030.4,317986.0,317891.6,318372.1,388533.7,400418.1,377546.1,189226.8,208796.9,184515.5,170067.1,159800.6,209516.3,613202.7,607444.7,670942.3,390200.7,249931.0,518096.5,106568.4,497006.9,293625.1,288599.1,209630.7,437944.8,822072.0,1151987.0,556660.3,239687.0,281114.5,279978.1,172933.2,357242.2,225183.2,225183.2,222205.8,159398.4,324033.7,312055.5,229671.9,502504.6,222732.4,440990.1,233548.1,222562.2,251834.9,242054.9,318239.6,318983.9,279475.8,369375.0,649900.2,163226.8,1058616.9,220163.6,105178.7,300649.2,242103.7,653073.2,574250.3,759703.3,814563.8,1092424.7,1276726.3,695758.8,287789.9,217565.9,438302.4,341927.1,236280.1,236280.1,236692.1,260652.5,152555.0,289692.2,559004.1,559004.1,647361.2,647361.2
