Unnamed: 0,Temperatura Ambiental (°C),Humedad,temperatura,ph,ce,std,sts,od,nivel,turbidez,dureza,cloruros,ph_norm,od_norm,ce_norm,std_norm,sts_norm,dureza_norm,cloruros_norm,turbidez_norm,nivel_norm,temperatura_norm,ICA,clasificación
3159,21.908949,0.4433689,13.7864895,8.229076,1388.4636,696.2297,189.98369,1.8617529,58.482178,998.3485,196.51913,106.41844,100.0,18.617528999999998,11.153639999999996,80.37703,0.0,57.48937222222223,100,0.0,8.482178000000005,68.9324475,42.42571863702777,Muy mala
3160,20.196316,0.65533924,24.758556,8.149924,1403.6108,686.38995,82.984665,4.2424626,28.047443,573.29974,157.24997,142.1764,100.0,53.636939,9.638920000000013,81.361005,21.26916874999999,79.30557222222222,100,0.0,0.0,100.0,54.70637982737778,Mala
3161,12.800671,0.39271617,17.213707,8.34772,1286.771,636.6975,44.61259,2.589961,42.11428,8.359399,270.63177,104.43617,100.0,28.849415,21.322900000000004,86.33025,69.2342625,16.315683333333325,100,96.46379052631579,0.0,86.068535,58.449638162114034,Mala
3162,14.137175,0.25371668,21.889416,7.9705477,1014.1475,503.85724,19.055147,0.7212717,33.907173,0.452708,177.70001,106.477356,100.0,7.212717,48.58524999999999,99.614276,100.0,67.9444388888889,100,100.0,0.0,100.0,60.5755996575111,Mala
3163,24.15065,0.5769461,26.076948,8.010028,1233.9224,611.2728,57.75338,2.337546,44.0634,246.91563,148.2226,115.036606,100.0,25.063190000000002,26.60776,88.87272,52.808275,84.32077777777778,100,0.0,0.0,94.61525999999999,50.889556620222216,Mala
3164,24.363525,0.46979713,21.053638,8.291651,1604.9857,796.8108,63.57293,1.5070404,50.69423,268.6163,260.1014,130.07294,100.0,15.070404,0.0,70.31892,45.5338375,22.165888888888887,100,0.0,0.6942300000000046,100.0,40.65077898871112,Muy mala
3165,35.521084,0.5452869,28.555851,7.933873,1390.9691,682.24677,39.079033,1.594479,23.217869,29.85358,173.20325,128.96819,100.0,15.94479,10.903089999999992,81.775323,76.15120875,70.4426388888889,100,73.83833684210526,0.0,82.220745,52.6993455877269,Mala
3166,12.411113,0.5618652,17.966984,8.271472,1502.0443,742.51483,43.638435,6.6869693,21.260033,1.7418084,253.99617,131.17493,100.0,86.869693,0.0,75.748517,70.45195625,25.55768333333333,100,100.0,0.0,89.83492,72.56146747606667,Aceptable
3167,12.300205,0.5319636,19.78957,7.523517,779.64374,388.37317,21.627367,0.9893272,37.354797,14.761483,160.52814,27.39849,100.0,9.893272,72.03562600000001,100.0,97.96579125,77.48436666666666,100,89.7247547368421,0.0,98.94785,63.514070089959645,Mala
3168,15.615307,0.65294564,23.504047,8.169361,1402.9624,689.4252,71.3932,2.9258099,28.762197,330.69772,143.51303,130.93776,100.0,33.887148499999995,9.703760000000003,81.05748,35.7585,86.93720555555556,100,0.0,0.0,100.0,49.84919830234444,Mala
3169,11.856899,0.57182044,17.170637,8.00202,1618.5531,786.91284,193.42952,1.1060678,26.917538,942.965,288.09113,110.08235,100.0,11.060678,0.0,71.308716,0.0,6.61603888888888,100,0.0,0.0,85.853185,36.34152901041111,Muy mala
3170,29.942448,0.81549364,18.89292,8.476861,1477.4028,733.6097,51.761196,1.2590008,54.19909,549.60223,243.41396,103.319725,100.0,12.590008,2.2597200000000015,76.63903,60.298505000000006,31.43668888888888,100,0.0,4.199089999999998,94.4646,41.987008510311114,Muy mala
3171,26.043283,0.34032688,24.043568,7.5371356,1104.0048,538.2284,19.800318,0.38270974,28.191391,1.0482261,137.54199,92.83264,100.0,3.8270974000000004,39.59952000000001,96.17716,100.0,90.25445,100,100.0,0.0,100.0,58.744222178959994,Mala
3172,17.046017,0.03873182,23.419104,7.779298,1491.391,707.0629,313.90417,1.731156,45.312546,974.7295,284.21826,70.198524,100.0,17.31156,0.8609000000000009,79.29371,0.0,8.767633333333336,100,0.0,0.0,100.0,39.50354076166666,Muy mala
3173,15.897955,0.7045225,17.945631,8.15238,1263.4766,622.82764,37.880848,0.9355125,27.783262,17.277338,232.21284,100.092354,100.0,9.355125,23.65234000000001,87.717236,77.64894,37.65953333333333,100,87.07648631578947,0.0,89.72815499999999,53.430994007135084,Mala
3174,9.959496,0.3607137,19.077375,7.837179,1530.8326,759.1942,72.57609,2.6612349,10.960208,21.820663,259.60638,147.14365,100.0,29.918523500000003,0.0,74.08058,34.2798875,22.4409,100,82.29403894736842,0.0,95.386875,52.052266301505256,Mala
3175,16.845491,0.68505925,17.566994,7.710082,1321.5402,655.13586,55.261444,1.0980315,28.67414,639.0038,101.671036,95.03205,100.0,10.980315000000001,17.84598000000001,84.486414,55.92319500000001,100.0,100,0.0,0.0,87.83497,45.661602743399996,Mala
3176,12.935499,0.6983401,18.503546,7.8874598,1261.0153,620.21155,50.440773,1.1465528,21.788176,671.7658,104.838936,95.34468,100.0,11.465528,23.89846999999999,87.978845,61.94903375,100.0,100,0.0,0.0,92.51773,47.34454822019999,Mala
3177,28.5995,0.7534758,20.32399,8.417698,1421.3649,702.5343,46.374287,1.1629443,55.89983,580.51685,182.46538,87.65919,100.0,11.629442999999998,7.863509999999991,79.74656999999999,67.03214125,65.2970111111111,100,0.0,5.899830000000009,100.0,44.25465594258889,Muy mala
3178,19.541666,0.16124828,24.326132,7.4620476,1734.5817,858.522,95.72956,0.52784973,56.890594,446.35574,228.15588,152.6649,100.0,5.2784973,0.0,64.14779999999999,5.3380499999999955,39.913399999999996,100,0.0,6.890593999999993,100.0,35.72919185862,Muy mala
3179,21.086626,0.32181036,27.95509,7.71496,1374.341,667.2864,42.597282,0.43242037,73.77697,54.674618,201.24718,87.72868,100.0,4.3242037,12.565900000000013,83.27136,71.7533975,54.86267777777778,100,47.710928421052635,23.776970000000006,85.22455000000001,47.80268094736012,Mala
3180,21.728252,0.40056053,25.635872,7.67033,1408.8835,698.08813,26.492569,0.82832104,19.76737,3.6500354,186.58337,154.07616,100.0,8.2832104,9.111649999999997,80.191187,91.88428875,63.00923888888889,100,100.0,0.0,96.82064,53.318551096471104,Mala
3181,17.691303,0.5090722,27.620537,7.2418156,1464.4127,708.68774,96.669365,0.55762047,17.238846,900.4273,234.08772,105.237236,100.0,5.5762047,3.558729999999983,79.131226,4.163293749999994,36.61793333333334,100,0.0,0.0,86.897315,37.103704186646674,Muy mala
3182,21.338856,0.79965466,23.93757,7.115295,1015.75085,518.66736,59.283604,0.70925224,16.825739,699.6717,92.507935,100.44496,100.0,7.0925224,48.424915,98.133264,50.895495000000004,100.0,100,0.0,0.0,100.0,49.71013998336,Mala
3183,32.26171,0.7265565,23.356323,8.090677,1202.3763,600.22815,61.93567,4.79142,14.071047,157.72021,205.46103,94.82053,100.0,61.87129999999999,29.762370000000004,89.97718499999999,47.5804125,52.52165,100,0.0,0.0,100.0,61.18487119949999,Mala
3184,20.298273,0.5647692,23.3179,7.711882,1633.7654,800.7027,62.26441,0.7542383,68.44727,282.10257,302.90576,147.79715,100.0,7.542383,0.0,69.92972999999999,47.16948750000001,0.0,100,0.0,18.447270000000003,100.0,38.6772022172,Muy mala
3185,22.48419,0.7557845,19.150257,7.715088,1180.795,577.20825,75.601036,2.8106368,13.757462,920.9945,117.58854,103.28802,100.0,32.159552000000005,31.92049999999999,92.279175,30.498705,100.0,100,0.0,0.0,95.751285,53.2718503728,Mala
3186,22.004778,0.837903,26.004623,7.623882,757.6684,382.45972,43.49863,3.8686895,27.836237,58.74807,378.55756,105.14893,100.0,48.0303425,74.23316,100.0,70.6267125,0.0,100,43.42308421052632,0.0,94.97688500000001,67.13719832857895,Aceptable
3187,7.6893272,0.24542065,22.471508,7.916398,1318.751,634.95276,65.62544,1.8918997,30.30982,626.722,207.15001,73.64835,100.0,18.918997,18.124899999999997,86.504724,42.9682,51.58332777777777,100,0.0,0.0,100.0,46.41978968142222,Mala
3188,17.495604,0.436812,19.22562,8.424822,1492.3523,739.3229,68.960396,4.8771157,38.87986,37.050365,273.56805,127.39294,100.0,63.156735499999996,0.7647699999999986,76.06771,38.799505,14.68441666666665,100,66.26277368421053,0.0,96.12809999999999,60.78437227466491,Mala
3189,27.44359,0.3715708,26.051197,7.558938,1253.0807,614.96564,20.56243,0.6347862,15.786643,1.4227511,138.3078,134.7351,100.0,6.347861999999999,24.691930000000013,88.503436,99.2969625,89.82900000000001,100,100.0,0.0,94.744015,56.677374819899995,Mala
3190,7.694518,0.69592637,19.246243,7.766792,1450.9259,714.53033,52.128574,1.0955715,12.8582735,148.42075,167.55603,111.33344,100.0,10.955715,4.907409999999999,78.546967,59.8392825,73.57998333333333,100,0.0,0.0,96.231215,43.05638125186667,Muy mala
3191,14.160799,0.75765884,22.10208,7.348248,760.9876,375.77798,44.76467,0.8282462,12.362964,301.85944,93.55992,58.304554,100.0,8.282462,73.90124,100.0,69.0441625,100.0,100,0.0,0.0,100.0,54.3700963218,Mala
3192,16.31118,0.230591,19.611347,8.688396,1422.3009,685.9745,105.848305,4.494978,58.970303,944.6663,294.80524,98.473915,92.46416000000004,57.42466999999999,7.769909999999996,81.40254999999999,0.0,2.8859777777777538,100,0.0,8.970303000000001,98.05673499999999,51.12553828762222,Mala
3193,14.203334,0.8198367,24.75103,7.542757,903.73413,440.93155,28.290567,0.86477685,56.175877,148.68842,148.86572,69.1175,100.0,8.6477685,59.626587,100.0,89.63679125,83.96348888888889,100,0.0,6.175877,100.0,53.66895353921112,Mala
3194,16.586828,0.4077566,17.07408,8.150712,1527.6241,757.8821,73.41983,2.305709,28.363121,56.28948,264.422,110.40828,100.0,24.585634999999996,0.0,74.21179,33.225212499999984,19.765555555555537,100,46.01107368421052,0.0,85.37039999999999,46.91346726007601,Mala
3195,24.337849,0.71335953,19.592644,7.7937813,1398.6127,697.59607,58.644165,1.2751137,47.54021,695.9406,112.911194,102.21119,100.0,12.751137,10.13873000000001,80.240393,51.69479375,100.0,100,0.0,0.0,97.96322,44.76482552059999,Muy mala
3196,19.485298,0.83586335,14.872955,7.934445,1147.8602,566.3469,49.223587,1.126569,50.73503,156.40076,130.9367,81.718094,100.0,11.26569,35.21397999999999,93.36531,63.470516249999996,93.92405555555555,100,0.0,0.7350299999999947,74.364775,48.818732304444445,Mala
3197,9.183575,0.79236376,20.381092,8.205467,1361.2112,666.9793,38.819088,1.2666571,33.730915,316.15323,116.950714,83.827415,100.0,12.666571,13.87888000000001,83.30207,76.47614,100.0,100,0.0,0.0,100.0,46.9073947944,Mala
3198,27.372992,0.86246705,18.533455,7.933902,1252.635,614.4634,69.79251,3.137541,22.927107,563.173,143.47955,105.11093,100.0,37.063115,24.736500000000007,88.55366000000001,37.7593625,86.95580555555556,100,0.0,0.0,92.667275,53.39303314394445,Mala
3199,12.584515,0.6637681,22.805565,7.487395,627.1952,309.09277,19.35145,1.1364653,34.580784,25.986193,134.09927,33.141224,100.0,11.364653,87.28048,100.0,100.0,92.16707222222223,100,77.9092705263158,0.0,100.0,65.31986334392514,Aceptable
3200,20.1466,0.7208104,18.231953,8.275917,1210.9089,592.88135,74.316025,3.4640355,31.829182,270.9149,157.2132,110.18162,100.0,41.9605325,28.90911,90.711865,32.10496875000001,79.326,100,0.0,0.0,91.15976500000001,55.02775239799999,Mala
3201,20.630835,0.24219939,22.279537,7.9287343,1629.6367,810.0784,55.384346,0.99069387,46.724674,88.03314,244.73553,174.92563,100.0,9.9069387,0.0,68.99216,55.7695675,30.702483333333333,100,12.59669473684211,0.0,100.0,40.87191311517299,Muy mala
3202,22.280882,0.8711711,28.3241,7.607521,984.729,496.61,43.5124,1.5535526,61.500477,485.8335,171.0682,110.81524,100.0,15.535525999999999,51.5271,100.0,70.6095,71.62877777777778,100,0.0,11.50047699999999,83.3795,53.23530939472223,Mala
3203,31.449429,0.8710453,20.783203,8.115818,1430.5945,712.07074,72.894646,3.619779,37.047,490.74762,163.7732,125.3568,100.0,44.296685,6.940550000000016,78.792926,33.8816925,75.68155555555555,100,0.0,0.0,100.0,51.917934703044445,Mala
3204,20.571793,0.40994918,20.98325,8.035621,1541.6168,764.01685,93.695015,3.7082531,11.181422,131.45537,255.21082,144.9303,100.0,45.6237965,0.0,73.598315,7.881231249999999,24.882877777777765,100,0.0,0.0,100.0,48.039374102322206,Mala
3205,9.398596,0.62969506,16.428272,8.31128,1578.0515,766.8594,102.57817,1.7400947,35.409184,888.11597,265.95288,105.7398,100.0,17.400947,0.0,73.31406,0.0,18.915066666666675,100,0.0,0.0,82.14135999999999,38.70536413513334,Muy mala
3206,17.47747,0.5350924,22.000576,8.46119,1532.5702,760.9505,74.99654,5.9911494,30.55664,32.35744,258.16644,146.79066,100.0,79.867241,0.0,73.90495,31.25432500000001,23.240866666666648,100,71.2026947368421,0.0,100.0,65.75402993025965,Aceptable
3207,27.525537,0.53934175,27.667301,7.9024873,908.962,452.55972,54.63413,4.1030607,38.43741,362.8692,130.87308,93.74334,100.0,51.545910500000005,59.1038,100.0,56.7073375,93.9594,100,0.0,0.0,86.66349500000001,64.2173739532,Mala
3208,15.673777,0.14362659,28.300497,7.4144144,1424.599,677.64056,194.52406,0.55060786,26.070387,942.1303,232.07376,69.686714,100.0,5.5060785999999995,7.54010000000001,82.23594399999999,0.0,37.7368,100,0.0,0.0,83.49751499999999,37.64133422134,Muy mala
3209,23.730642,0.16909161,25.702421,7.711094,1623.1249,793.92896,71.832466,0.6983397,77.2232,323.56183,255.57765,114.236725,100.0,6.983397,0.0,70.607104,35.2094175,24.679083333333324,100,0.0,27.223200000000006,96.487895,38.989471335366666,Muy mala
3210,24.492102,0.37740892,29.993307,7.722869,1241.6096,601.53723,39.934917,0.4875511,64.52125,55.07511,203.08937,94.353226,100.0,4.875511,25.839039999999997,89.846277,75.08135375,53.839238888888886,100,47.28935789473684,14.521249999999995,75.03346499999999,49.763634161421635,Mala
3211,17.13729,0.45757124,23.372753,8.270754,1429.4708,707.9496,47.695076,4.472203,24.953453,6.980848,239.35864,140.82962,100.0,57.083045000000006,7.05292,79.20504,65.381155,33.68964444444444,100,97.91489684210526,0.0,100.0,64.98277381687134,Mala
3212,15.982542,0.47306776,23.15726,8.20052,1386.2397,684.145,30.971415,3.3074305,23.922358,0.9641562,195.00012,153.54393,100.0,39.6114575,11.376029999999986,81.5855,86.28573125,58.33326666666666,100,100.0,0.0,100.0,62.62960232033334,Mala
3213,31.742699,0.6485539,25.69912,8.00307,1610.8643,806.66754,83.414795,3.392472,31.24557,386.63055,239.5574,155.43668,100.0,40.88708,0.0,69.333246,20.731506249999995,33.57922222222223,100,0.0,0.0,96.5044,47.05450017387778,Mala
3214,14.916377,0.7105491,22.910994,7.182019,729.92615,365.56686,52.441635,0.68200356,6.4955106,462.80264,85.42758,55.80541,100.0,6.8200356,77.007385,100.0,59.44795625,100.0,100,0.0,0.0,100.0,53.80133503174,Mala
3215,18.79576,0.545166,27.553663,7.252118,1536.5879,748.68207,322.27402,0.3070386,11.526199,979.9309,257.8413,117.0488,100.0,3.070386,0.0,75.131793,0.0,23.42150000000001,100,0.0,0.0,87.231685,34.9014999842,Muy mala
3216,9.598143,0.7333761,24.541666,7.4059124,991.90466,488.43506,32.82373,0.69006395,36.196384,42.199913,296.29025,102.17162,100.0,6.9006395,50.80953399999999,100.0,83.9703375,2.060972222222219,100,60.84219684210526,0.0,100.0,54.54853176959357,Mala
3217,16.623413,0.72611594,21.512201,7.1971474,900.20135,447.9465,58.114056,0.8374376,7.941714,589.04834,86.199684,76.48421,100.0,8.374376,59.979865,100.0,52.35743000000001,100.0,100,0.0,0.0,100.0,51.7866193124,Mala
3218,14.644592,0.5894551,26.028393,7.4309416,951.86194,470.6859,37.02945,0.9516634,42.805595,118.90888,213.27797,89.99245,100.0,9.516634,54.813806,100.0,78.7131875,48.17890555555555,100,0.0,0.0,94.858035,51.319157099344444,Mala
3219,19.120806,0.7113907,18.985933,8.05713,994.92017,488.34576,33.691128,3.045914,27.350235,29.738123,175.55551,62.073334,100.0,35.68871,50.507983,100.0,82.88609,69.13582777777778,100,73.95987052631578,0.0,94.929665,65.94713688006959,Aceptable
3220,14.263791,0.64722073,21.267971,8.24612,1355.0369,667.82416,70.60313,2.9084015,28.949005,289.38617,136.42192,120.35734,100.0,33.626022500000005,14.496309999999994,83.217584,36.746087500000016,90.8767111111111,100,0.0,0.0,100.0,50.758327494788894,Mala
3221,11.925415,0.05003322,21.195663,7.8338385,1496.7974,711.5387,223.21077,1.336199,45.161648,951.7655,268.2886,58.631165,100.0,13.361989999999999,0.32026000000000465,78.84613,0.0,17.61744444444446,100,0.0,0.0,100.0,38.47650095255556,Muy mala
3222,16.004889,0.63701165,19.515995,7.466443,1229.286,608.31323,56.60259,1.0069945,21.670418,751.7559,92.3497,90.89335,100.0,10.069945,27.071399999999983,89.168677,54.2467625,100.0,100,0.0,0.0,97.579975,47.1382256372,Mala
3223,16.334566,0.8561249,16.12,8.204521,925.6113,444.14505,51.55629,2.5309682,18.662174,205.33733,144.79303,83.6966,100.0,27.964522999999996,57.438869999999994,100.0,60.554637500000005,86.22609444444446,100,0.0,0.0,80.60000000000001,56.907272665755556,Mala
3224,14.512353,0.3355585,16.842077,8.129868,1486.4216,735.8931,44.739395,1.5885555,41.693092,9.62175,293.75153,102.98746,100.0,15.885555,1.3578400000000101,76.41069,69.07575625,3.4713722222222287,100,95.135,0.0,84.210385,50.57183678777777,Mala
3225,21.122332,0.8473285,15.999468,7.9725204,1461.1298,720.2046,46.407516,1.3573402,41.81984,61.648014,158.08917,113.288795,100.0,13.573402000000002,3.887020000000007,77.97954,66.99060499999999,78.83935,100,40.370511578947365,0.0,79.99734000000001,47.445694326642105,Mala
3226,16.085722,0.34285867,17.23201,8.303491,1186.3938,582.0248,40.27299,7.6879067,31.367895,5.9318366,298.72418,73.798996,100.0,96.87906699999999,31.360619999999997,91.79751999999999,74.6587625,0.7087888888888898,100,99.01911936842106,0.0,86.16005,80.43860881857427,Buena
3227,12.520528,0.59466696,16.593756,8.35179,1522.3937,751.54535,48.34251,7.872124,20.93473,1.6719797,250.87265,132.10468,100.0,98.72124,0.0,74.845465,64.57186250000001,27.292972222222218,100,100.0,0.0,82.96878,75.55584622127778,Aceptable
3228,16.010153,0.48074818,18.329775,8.383989,1343.5466,661.88336,67.56631,4.095583,43.86848,81.827644,165.14407,94.099525,100.0,51.43374500000001,15.645340000000004,83.811664,40.542112499999995,74.9199611111111,100,19.12879578947367,0.0,91.648875,57.503902495209935,Mala
3229,15.879852,0.7162281,22.991457,7.5166206,972.83527,479.99698,33.568085,1.1124985,23.91428,45.692814,256.2984,82.43718,100.0,11.124985,52.71647299999999,100.0,83.03989375,24.278666666666666,100,57.16545894736843,0.0,100.0,56.290014387338594,Mala
3230,14.779339,0.30973586,20.78569,7.9277916,1442.318,710.6458,81.31549,1.8570124,18.374365,179.54848,253.47261,106.53794,100.0,18.570124,5.768200000000007,78.93542,23.3556375,25.848550000000003,100,0.0,0.0,100.0,42.19099088160001,Muy mala
3231,17.10624,0.5740851,23.824932,7.009163,826.7201,413.14096,75.338936,1.0651953,10.869075,935.76685,86.16135,56.182842,100.0,10.651953,67.32799,100.0,30.826329999999984,100.0,100,0.0,0.0,100.0,52.1990859082,Mala
3232,14.639141,0.62281185,16.83626,7.9632998,737.79114,362.84515,23.182068,3.0366206,32.303898,10.128863,155.82935,36.487377,100.0,35.549309,76.220886,100.0,96.022415,80.09480555555555,100,94.60119684210527,0.0,84.1813,71.70610167716022,Aceptable
3233,27.00357,0.17790423,21.545507,7.821365,908.1581,450.5128,33.889027,5.5311556,22.041492,4.44427,276.79123,63.94292,100.0,72.967334,59.18419,100.0,82.63871625,12.893761111111118,100,100.0,0.0,100.0,78.82491061698887,Aceptable
3234,22.528894,0.640269,25.830175,7.8641443,1319.4404,655.54926,54.833405,1.5240529,37.26227,190.94846,179.06122,134.54272,100.0,15.240529,18.05596,84.445074,56.45824375,67.18821111111112,100,0.0,0.0,95.849125,46.19451528888889,Mala
3235,17.515718,0.29097638,22.058674,7.9758425,1449.1934,716.04126,74.04637,1.9476241,16.72843,113.90497,249.2267,130.38277,100.0,19.476241,5.080659999999995,78.395874,32.44203750000001,28.2073888888889,100,0.0,0.0,100.0,42.87480683091112,Muy mala
3236,25.412376,0.37040168,20.277517,8.12351,1152.0345,577.5825,107.36365,1.6231941,49.25722,996.33417,132.36984,57.014908,100.0,16.231941,34.79655000000001,92.24175,0.0,93.12786666666666,100,0.0,0.0,100.0,47.15979290973333,Mala
3237,11.657303,0.23180446,20.85672,7.8156548,1411.2601,694.63434,76.199905,1.8759103,16.152775,89.61039,250.48515,112.11296,100.0,18.759103,8.873989999999992,80.53656600000001,29.75011875,27.508250000000004,100,10.936431578947364,0.0,100.0,44.1681541011421,Muy mala
3238,16.879774,0.5814175,22.647573,7.947015,622.532,306.93597,21.94371,6.023631,23.595554,9.113585,176.81427,49.747734,100.0,80.23631,87.7468,100.0,97.5703625,68.43651666666668,100,95.66991052631579,0.0,100.0,86.4937966362807,Buena
3239,16.009413,0.59206146,24.529812,7.505231,401.35852,209.14323,18.997723,2.9499226,20.37264,19.695293,111.13562,29.420666,100.0,34.248839,100.0,100.0,100.0,100.0,100,84.5312705263158,0.0,100.0,74.45729637154736,Aceptable
3240,16.956493,0.8964742,17.351633,8.37184,1336.3009,659.3063,41.075794,1.0348237,74.796265,154.25061,369.74744,140.71901,100.0,10.348237000000001,16.369910000000004,84.06937,73.6552575,0.0,100,0.0,24.796265000000005,86.75816499999999,44.4870649398,Muy mala
3241,27.647856,0.77583176,29.739391,7.872522,1224.0955,616.7043,57.35808,2.251987,36.6359,451.7361,302.77686,143.86998,100.0,23.779805000000003,27.590450000000004,88.32957,53.3024,0.0,100,0.0,0.0,76.303045,47.8005612355,Mala
3242,11.471399,0.76474845,17.3535,7.9727798,1161.1659,576.70874,26.290237,0.9182643,18.146643,5.971487,266.0694,76.88489,100.0,9.182643,33.88341,92.329126,92.13720375,18.850333333333353,100,98.97738210526316,0.0,86.7675,56.37316818775614,Mala
3243,11.54464,0.55297947,19.567831,8.139849,1365.9083,677.6804,64.7317,1.9057262,25.253803,77.354034,121.064026,100.30738,100.0,19.057261999999998,13.409169999999989,82.23196,44.08537499999999,99.40887444444445,100,23.837858947368417,0.0,97.839155,48.938456659960806,Mala
3244,14.169217,0.7599193,17.51591,7.770974,769.632,374.72845,48.316837,1.2798054,13.146752,213.81859,106.88117,58.709805,100.0,12.798054,73.0368,100.0,64.60395374999999,100.0,100,0.0,0.0,87.57955000000001,55.100974379099995,Mala
3245,17.674139,0.5615294,20.693789,7.9531937,782.9754,377.65802,73.39606,4.5766745,14.948336,443.68445,108.816376,68.14239,100.0,58.65011750000001,71.70246,100.0,33.254924999999986,100.0,100,0.0,0.0,100.0,67.04607274749999,Aceptable
3246,17.22153,0.7966879,25.161537,7.574915,776.0393,380.33157,42.72042,1.7258273,22.863483,350.1308,121.518845,77.82568,100.0,17.258273,72.39607,100.0,71.599475,99.15619722222222,100,0.0,0.0,99.19231500000001,56.933766670977775,Mala
3247,21.145536,0.45531014,18.909073,7.540186,1637.7876,815.27747,420.7595,0.6039634,24.496296,996.84076,220.60426,137.52286,100.0,6.039634,0.0,68.472253,0.0,44.10874444444444,100,0.0,0.0,94.545365,35.810496200955555,Muy mala
3248,19.925772,0.09058776,26.00788,7.289611,1605.4982,784.0717,92.46884,0.5454552,59.726597,526.42474,227.20119,105.76051,100.0,5.4545520000000005,0.0,71.59283,9.41395,40.443783333333336,100,0.0,9.726596999999998,94.9606,36.843709093566666,Muy mala
3249,13.984924,0.43970188,21.264,8.504066,1082.8472,533.4808,63.329258,5.90133,54.028393,67.12643,169.8406,80.42301,99.83736,78.51995,41.71528000000001,96.65191999999999,45.8384275,72.31077777777779,100,34.603757894736844,4.028392999999994,100.0,72.00390341433275,Aceptable
3250,14.1607,0.6700658,18.241508,7.7211704,1239.2443,611.74506,50.802933,0.97609425,21.267675,613.96545,96.391235,89.64913,100.0,9.7609425,26.07557,88.825494,61.49633375,100.0,100,0.0,0.0,91.20754,47.1474709184,Mala
3251,20.891817,0.74079114,27.824123,8.081826,1267.4358,627.6093,49.232048,1.2649822,56.242645,391.3383,312.54218,140.97075,100.0,12.649822,23.256420000000006,87.23907,63.45994,0.0,100,0.0,6.24264500000001,85.879385,44.90576732980001,Muy mala
3252,19.722136,0.28982338,17.85343,8.211053,1088.7529,538.4785,39.225193,6.9580183,31.421364,10.993836,324.94568,57.65082,100.0,89.580183,41.12471000000001,96.15214999999999,75.96850875,0.0,100,93.69069894736842,0.0,89.26715,79.58733553480528,Aceptable
3253,31.686468,0.76429284,25.89349,8.005091,1518.7654,761.03345,73.597565,3.7087278,41.34302,558.15216,171.62798,145.97672,100.0,45.630917000000004,0.0,73.896655,33.00304374999999,71.31778888888888,100,0.0,0.0,95.53255,50.6702133209111,Mala
3254,17.699242,0.8368569,18.554504,7.8757305,1102.5701,542.9165,44.217777,1.1230158,60.39858,206.95874,142.92085,86.01528,100.0,11.230158,39.74299000000001,95.70835,69.72777875,87.26619444444444,100,0.0,10.39858000000001,92.77252000000001,50.600275961255555,Mala
3255,18.19769,0.79937166,15.4422035,8.236099,1210.9397,597.8668,45.679775,1.1440883,67.98337,123.90383,149.73595,90.61746,100.0,11.440883,28.90603,90.21332,67.90028125,83.48002777777778,100,0.0,17.983369999999994,77.2110175,48.57251734217221,Mala
3256,12.510386,0.5655576,22.211752,8.187933,1347.912,665.2394,70.71451,2.8001766,26.303595,273.69803,121.46426,113.84911,100.0,32.002649,15.208799999999997,83.47605999999999,36.60686249999999,99.18652222222222,100,0.0,0.0,100.0,50.624932943377765,Mala
3257,24.93906,0.3890569,24.053432,8.002219,1594.1432,785.882,53.299667,1.0127825,65.05379,115.82553,228.96152,117.976204,100.0,10.127825,0.0,71.4118,58.37541625,39.465822222222215,100,0.0,15.053790000000006,100.0,41.17694912727778,Muy mala
3258,25.224285,0.8902547,17.41146,8.056377,1399.0927,685.9119,42.022182,1.2942872,47.59097,98.87821,163.7464,95.23558,100.0,12.942872000000001,10.090730000000008,81.40881,72.4722725,75.69644444444444,100,1.1808315789473767,0.0,87.05730000000001,45.24475654119766,Mala
3259,13.725149,0.51675135,28.115492,7.597177,1112.5056,541.2205,36.348434,0.46184385,64.20423,34.33453,238.77373,99.053955,100.0,4.6184385,38.74944,95.87795,79.5644575,34.01459444444444,100,69.12154736842105,14.204229999999995,84.42254,53.7189946577187,Mala
3260,27.793148,0.48491263,23.62564,7.9724393,1471.3909,730.8877,59.207935,0.810305,47.5916,915.98193,151.76373,87.67061,100.0,8.10305,2.86090999999999,76.91123,50.99008125,82.35348333333333,100,0.0,0.0,100.0,41.639162810166674,Muy mala
3261,21.424606,0.17531909,27.442236,7.2703156,1638.664,799.42535,84.4866,0.64615214,68.78698,426.16995,257.64478,131.18109,100.0,6.4615214,0.0,70.05746500000001,19.391750000000002,23.53067777777777,100,0.0,18.78698,87.78881999999999,37.31022560328222,Muy mala
3262,15.40485,0.40316886,18.317001,7.9962006,1499.7537,744.8428,78.353096,1.5376084,19.492973,77.44835,250.81017,110.20298,100.0,15.376084,0.024630000000001928,75.51572,27.058630000000008,27.327683333333326,100,23.73857894736841,0.0,91.58500500000001,42.36161476687193,Muy mala
3263,16.30596,0.5069405,18.017294,8.278084,1102.1478,541.5204,66.61793,3.169444,57.285637,186.61722,154.34062,90.03029,100.0,37.54166,39.785219999999995,95.84796,41.7275875,80.92187777777778,100,0.0,7.285637000000008,90.08646999999999,56.49589607232222,Mala
3264,24.708488,0.48671767,20.543404,8.50544,1557.6086,775.21484,75.977036,2.3980684,39.64413,661.9028,285.6175,136.14261,99.7824,25.971026000000002,0.0,72.478516,30.028705000000002,7.990277777777777,100,0.0,0.0,100.0,42.781358306222224,Muy mala
